Date,Warehouse,Category,Subcategory,Agent,Handling_Time(min),Satisfaction,Escalated
2024-08-04,台灣,商品,某商品運回來是否違法或需要付關費,Frank,16,4.6,No
2024-08-04,日本,商品,某商品能不能買/運回台灣,Alice,10,3.5,No
2024-08-04,德國,倉儲,商品滯留過久是否有要收費,Ivy,20,3.2,No
2024-08-04,日本,訂單,商品毀損相關,Ivy,7,3.0,Yes
2024-08-04,台灣,商品,某商品運回來是否違法或需要付關費,Bob,16,3.7,Yes
2024-08-04,台灣,商品,某商品能不能買/運回台灣,Grace,19,3.8,No
2024-08-04,中國,倉儲,商品到台灣是否能放在倉庫及天數相關,Alice,13,3.6,No
2024-08-04,中國,訂單,商品轉其他物流寄送,Ivy,25,4.0,No
2024-08-04,日本,倉儲,商品是否重新加工完成,Frank,12,3.0,No
2024-08-04,德國,倉儲,訂購商品是否有送到某倉庫,Alice,12,3.5,No
2024-08-05,德國,商品,某商品能不能協助代購,Carol,11,4.7,No
2024-08-05,台灣,訂單,商品轉其他物流寄送,Alice,15,3.3,No
2024-08-05,日本,商品,某商品能不能買/運回台灣,Bob,11,3.8,No
2024-08-05,中國,訂單,商品購買加值服務需求,Carol,7,3.4,No
2024-08-05,日本,訂單,商品購買加值服務需求,Ivy,17,3.2,No
2024-08-05,美國,倉儲,訂購商品是否有送到某倉庫,David,12,4.1,No
2024-08-05,台灣,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Ivy,15,2.6,No
2024-08-05,日本,倉儲,訂購商品是否有送到某倉庫,Ivy,8,4.0,No
2024-08-06,德國,訂單,商品未到，確定訂單狀態,Jack,24,3.5,No
2024-08-06,德國,倉儲,商品到台灣是否能放在倉庫及天數相關,Bob,28,3.7,No
2024-08-06,德國,倉儲,訂購商品是否有送到某倉庫,Jack,13,3.9,No
2024-08-06,德國,倉儲,商品是否重新加工完成,Hank,23,3.6,No
2024-08-06,德國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Carol,10,3.6,No
2024-08-06,中國,商品,某商品能否倉儲自取或協助寄往其他地方,Ivy,12,4.5,No
2024-08-07,德國,訂單,商品未到，確定訂單狀態,Jack,20,3.5,Yes
2024-08-07,日本,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Emma,10,4.3,No
2024-08-07,日本,商品,某商品能不能買/運回台灣,David,8,3.8,No
2024-08-07,中國,訂單,商品收到與訂單內容不符,Grace,17,3.4,No
2024-08-07,台灣,訂單,商品收到與訂單內容不符,Alice,17,3.6,No
2024-08-07,德國,商品,某商品能否倉儲自取或協助寄往其他地方,David,12,3.3,No
2024-08-07,日本,倉儲,商品滯留過久是否有要收費,Emma,23,3.7,No
2024-08-07,美國,商品,某商品能否倉儲自取或協助寄往其他地方,Emma,5,4.3,No
2024-08-07,美國,訂單,商品收到與訂單內容不符,Emma,25,4.2,No
2024-08-08,德國,商品,某商品能否倉儲自取或協助寄往其他地方,Grace,10,4.4,No
2024-08-08,中國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Alice,30,4.2,No
2024-08-08,中國,訂單,商品收到與訂單內容不符,Frank,24,4.5,No
2024-08-08,台灣,訂單,商品未到，確定訂單狀態,Carol,24,3.4,No
2024-08-08,德國,商品,某商品能否倉儲自取或協助寄往其他地方,Bob,10,4.7,No
2024-08-08,台灣,訂單,已付款訂單未成立,Ivy,15,3.4,No
2024-08-08,日本,其他,惡劣天氣相關,David,7,3.8,No
2024-08-08,德國,商品,某商品能否倉儲自取或協助寄往其他地方,Hank,9,4.4,No
2024-08-08,中國,訂單,已付款訂單未成立,Frank,9,3.2,No
2024-08-08,台灣,倉儲,訂購商品是否有送到某倉庫,Bob,20,3.6,No
2024-08-08,德國,訂單,已付款訂單未成立,David,24,2.6,Yes
2024-08-09,德國,訂單,商品毀損相關,Ivy,16,3.3,No
2024-08-09,日本,其他,抱怨相關,Carol,10,4.1,No
2024-08-09,日本,倉儲,商品滯留過久以致倉庫丟失相關,Alice,17,3.2,Yes
2024-08-09,德國,訂單,商品收到與訂單內容不符,Jack,25,4.1,No
2024-08-09,德國,商品,某商品能不能協助代購,Hank,19,4.5,No
2024-08-09,日本,訂單,商品收到與訂單內容不符,Bob,18,3.2,No
2024-08-09,日本,訂單,商品購買加值服務需求,Grace,24,3.7,No
2024-08-09,美國,商品,某商品能否倉儲自取或協助寄往其他地方,Emma,9,3.5,No
2024-08-09,中國,倉儲,訂購商品是否有送到某倉庫,Grace,17,4.7,No
2024-08-10,日本,商品,某商品能否倉儲自取或協助寄往其他地方,Carol,10,3.8,No
2024-08-10,中國,訂單,商品收到與訂單內容不符,Jack,19,3.3,No
2024-08-10,德國,倉儲,商品到台灣是否能放在倉庫及天數相關,Emma,25,4.0,Yes
2024-08-10,台灣,其他,惡劣天氣相關,Ivy,16,4.2,No
2024-08-10,中國,商品,某商品能否倉儲自取或協助寄往其他地方,Emma,11,3.3,No
2024-08-10,美國,商品,某商品能不能買/運回台灣,Hank,11,4.0,No
2024-08-10,德國,訂單,商品購買加值服務需求,Ivy,26,2.8,No
2024-08-10,台灣,訂單,商品毀損相關,Ivy,14,3.5,No
2024-08-10,台灣,商品,某商品運回來是否違法或需要付關費,Grace,1,4.2,No
2024-08-10,德國,訂單,商品未到，確定訂單狀態,Hank,27,4.2,No
2024-08-10,德國,倉儲,商品到台灣是否能放在倉庫及天數相關,Ivy,35,4.1,Yes
2024-08-10,台灣,訂單,已付款訂單未成立,Jack,21,3.9,No
2024-08-11,日本,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,David,8,3.2,No
2024-08-11,德國,訂單,商品轉其他物流寄送,Alice,26,4.8,No
2024-08-11,德國,倉儲,訂購商品是否有送到某倉庫,Grace,13,3.2,No
2024-08-11,中國,訂單,商品收到與訂單內容不符,Bob,24,4.6,No
2024-08-11,中國,商品,某商品運回來是否違法或需要付關費,Bob,7,4.4,Yes
2024-08-11,德國,倉儲,商品滯留過久以致倉庫丟失相關,Grace,4,4.3,No
2024-08-12,中國,訂單,商品購買加值服務需求,Carol,26,4.3,No
2024-08-12,台灣,倉儲,商品滯留過久以致倉庫丟失相關,Frank,17,4.1,No
2024-08-12,美國,商品,某商品能不能買/運回台灣,Bob,10,3.9,No
2024-08-12,美國,倉儲,訂購商品是否有送到某倉庫,Carol,37,2.9,No
2024-08-12,美國,倉儲,商品到台灣是否能放在倉庫及天數相關,Bob,34,3.7,No
2024-08-12,中國,訂單,商品毀損相關,Alice,6,3.1,No
2024-08-12,德國,訂單,商品轉其他物流寄送,Emma,16,4.2,No
2024-08-12,台灣,訂單,已付款訂單未成立,Emma,20,3.6,Yes
2024-08-12,中國,訂單,商品收到與訂單內容不符,Grace,11,2.9,No
2024-08-12,德國,商品,某商品運回來是否違法或需要付關費,Emma,6,3.7,No
2024-08-12,台灣,訂單,商品收到與訂單內容不符,Bob,26,3.1,No
2024-08-12,美國,商品,某商品能不能買/運回台灣,Carol,7,4.7,No
2024-08-12,中國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Frank,8,3.3,No
2024-08-12,德國,訂單,商品購買加值服務需求,Ivy,9,4.9,No
2024-08-13,日本,訂單,商品毀損相關,Ivy,16,3.3,No
2024-08-13,中國,訂單,商品毀損相關,Ivy,15,4.0,Yes
2024-08-13,德國,倉儲,商品是否重新加工完成,David,17,3.3,Yes
2024-08-13,中國,訂單,商品購買加值服務需求,Emma,12,3.5,Yes
2024-08-13,美國,倉儲,商品滯留過久是否有要收費,Frank,15,3.4,No
2024-08-13,中國,訂單,商品購買加值服務需求,Alice,11,4.8,Yes
2024-08-13,台灣,商品,某商品能不能協助代購,Hank,8,5.0,No
2024-08-13,台灣,其他,節日活動相關,Ivy,6,4.5,No
2024-08-13,中國,商品,某商品能否倉儲自取或協助寄往其他地方,Bob,6,4.1,Yes
2024-08-13,德國,訂單,已付款訂單未成立,Jack,29,3.1,No
2024-08-14,美國,訂單,商品購買加值服務需求,Frank,18,4.3,No
2024-08-14,美國,訂單,商品毀損相關,Carol,39,2.3,Yes
2024-08-14,中國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Grace,10,3.9,No
2024-08-14,德國,訂單,商品購買加值服務需求,Emma,16,2.7,No
2024-08-14,中國,商品,某商品能不能協助代購,Emma,9,4.6,No
2024-08-14,美國,倉儲,訂購商品是否有送到某倉庫,David,25,3.8,No
2024-08-14,美國,倉儲,商品到台灣是否能放在倉庫及天數相關,Frank,15,4.1,No
2024-08-14,台灣,倉儲,商品到台灣是否能放在倉庫及天數相關,Ivy,18,3.7,Yes
2024-08-15,美國,倉儲,商品滯留過久以致倉庫丟失相關,Grace,25,5.0,No
2024-08-15,台灣,倉儲,商品是否重新加工完成,Hank,16,4.9,No
2024-08-15,美國,商品,某商品能否倉儲自取或協助寄往其他地方,Ivy,6,3.6,No
2024-08-15,中國,商品,某商品能不能協助代購,Hank,11,4.1,No
2024-08-15,台灣,訂單,商品轉其他物流寄送,Jack,17,3.9,Yes
2024-08-15,中國,倉儲,商品滯留過久是否有要收費,Hank,15,3.7,No
2024-08-15,台灣,商品,某商品能否倉儲自取或協助寄往其他地方,David,9,3.7,No
2024-08-15,德國,商品,某商品能不能協助代購,Hank,3,4.3,Yes
2024-08-15,德國,訂單,已付款訂單未成立,Emma,23,3.8,No
2024-08-15,美國,訂單,商品轉其他物流寄送,Emma,11,3.4,No
2024-08-15,美國,商品,某商品能否倉儲自取或協助寄往其他地方,Ivy,11,4.2,No
2024-08-15,美國,倉儲,商品滯留過久是否有要收費,Jack,16,4.1,No
2024-08-16,德國,訂單,商品購買加值服務需求,Alice,10,4.4,No
2024-08-16,美國,訂單,商品購買加值服務需求,Emma,13,2.9,No
2024-08-16,台灣,其他,抱怨相關,Carol,5,3.8,No
2024-08-16,美國,商品,某商品能不能買/運回台灣,Hank,12,4.3,No
2024-08-16,中國,商品,某商品能不能協助代購,Emma,11,3.4,No
2024-08-16,德國,訂單,商品毀損相關,Ivy,36,3.6,Yes
2024-08-16,德國,倉儲,商品滯留過久以致倉庫丟失相關,Grace,20,3.9,No
2024-08-16,中國,商品,某商品運回來是否違法或需要付關費,Hank,12,4.1,No
2024-08-16,台灣,倉儲,商品是否重新加工完成,David,9,4.8,Yes
2024-08-17,德國,訂單,已付款訂單未成立,Ivy,23,3.8,No
2024-08-17,日本,商品,某商品能不能買/運回台灣,Alice,2,3.4,No
2024-08-17,台灣,商品,某商品運回來是否違法或需要付關費,David,3,3.5,No
2024-08-17,台灣,倉儲,商品是否重新加工完成,David,4,4.4,No
2024-08-17,中國,訂單,已付款訂單未成立,Hank,29,2.7,No
2024-08-17,美國,商品,某商品運回來是否違法或需要付關費,Emma,10,4.1,No
2024-08-17,台灣,訂單,已付款訂單未成立,Hank,19,2.0,No
2024-08-17,美國,商品,某商品運回來是否違法或需要付關費,Grace,10,4.4,No
2024-08-17,日本,商品,某商品能不能協助代購,Grace,12,4.8,No
2024-08-18,美國,倉儲,訂購商品是否有送到某倉庫,Hank,19,3.6,No
2024-08-18,中國,訂單,商品購買加值服務需求,Ivy,20,4.2,No
2024-08-18,日本,訂單,商品收到與訂單內容不符,David,10,2.4,No
2024-08-18,德國,商品,某商品能不能買/運回台灣,Bob,19,4.9,No
2024-08-18,德國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Emma,17,2.9,No
2024-08-18,德國,訂單,商品轉其他物流寄送,Emma,26,3.7,Yes
2024-08-18,德國,倉儲,訂購商品是否有送到某倉庫,Grace,27,3.7,No
2024-08-18,德國,倉儲,商品滯留過久以致倉庫丟失相關,Jack,28,4.2,No
2024-08-18,台灣,倉儲,商品滯留過久以致倉庫丟失相關,Jack,6,3.4,No
2024-08-18,德國,訂單,商品購買加值服務需求,Bob,21,3.8,Yes
2024-08-19,美國,訂單,商品轉其他物流寄送,Alice,10,3.0,No
2024-08-19,台灣,其他,抱怨相關,Hank,4,3.5,No
2024-08-19,美國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Grace,19,3.2,No
2024-08-19,美國,商品,某商品能不能買/運回台灣,Bob,5,3.9,No
2024-08-19,美國,倉儲,商品滯留過久以致倉庫丟失相關,Carol,32,4.5,No
2024-08-19,美國,訂單,商品未到，確定訂單狀態,Hank,16,2.8,No
2024-08-19,台灣,倉儲,商品滯留過久以致倉庫丟失相關,Bob,17,3.8,No
2024-08-19,美國,倉儲,訂購商品是否有送到某倉庫,Bob,12,3.0,No
2024-08-19,美國,訂單,商品轉其他物流寄送,Emma,16,5.0,No
2024-08-19,台灣,訂單,商品毀損相關,Hank,23,3.3,No
2024-08-19,中國,其他,公司政策相關,Ivy,8,4.9,No
2024-08-19,德國,商品,某商品能不能買/運回台灣,Grace,15,4.2,No
2024-08-19,德國,倉儲,商品滯留過久是否有要收費,Grace,15,3.5,No
2024-08-19,德國,商品,某商品能不能協助代購,Carol,3,4.4,No
2024-08-19,美國,商品,某商品運回來是否違法或需要付關費,Jack,11,4.3,No
2024-08-19,中國,商品,某商品運回來是否違法或需要付關費,Emma,10,4.4,No
2024-08-19,德國,商品,某商品運回來是否違法或需要付關費,Alice,19,5.0,No
2024-08-20,美國,訂單,商品未到，確定訂單狀態,Carol,6,3.9,No
2024-08-20,德國,倉儲,商品到台灣是否能放在倉庫及天數相關,Emma,13,3.7,No
2024-08-20,中國,商品,某商品能不能買/運回台灣,Emma,11,3.8,No
2024-08-20,德國,訂單,商品未到，確定訂單狀態,Bob,21,3.2,No
2024-08-20,中國,倉儲,商品是否重新加工完成,Grace,20,4.0,No
2024-08-20,德國,倉儲,商品滯留過久以致倉庫丟失相關,David,21,4.8,No
2024-08-20,日本,訂單,已付款訂單未成立,Grace,16,3.9,No
2024-08-20,日本,訂單,商品收到與訂單內容不符,Ivy,10,3.8,No
2024-08-20,美國,訂單,商品收到與訂單內容不符,Frank,23,3.5,Yes
2024-08-20,台灣,商品,某商品能否倉儲自取或協助寄往其他地方,Frank,16,3.6,No
2024-08-20,台灣,倉儲,商品到台灣是否能放在倉庫及天數相關,Grace,25,4.3,Yes
2024-08-21,美國,訂單,已付款訂單未成立,Grace,22,3.4,No
2024-08-21,德國,訂單,商品購買加值服務需求,Grace,21,2.5,Yes
2024-08-21,德國,其他,公司政策相關,Frank,9,4.1,No
2024-08-21,美國,倉儲,商品到台灣是否能放在倉庫及天數相關,Hank,34,4.3,Yes
2024-08-21,中國,倉儲,商品滯留過久以致倉庫丟失相關,Hank,15,2.6,No
2024-08-21,中國,商品,某商品能不能協助代購,Hank,18,4.7,No
2024-08-21,中國,倉儲,訂購商品是否有送到某倉庫,Bob,32,3.7,No
2024-08-21,中國,商品,某商品能不能買/運回台灣,Jack,17,3.9,No
2024-08-21,日本,其他,惡劣天氣相關,David,1,4.2,No
2024-08-21,日本,訂單,商品轉其他物流寄送,Alice,1,2.9,No
2024-08-22,中國,訂單,商品毀損相關,Ivy,6,2.5,No
2024-08-22,美國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Grace,20,4.1,No
2024-08-22,台灣,訂單,商品收到與訂單內容不符,Bob,11,4.0,No
2024-08-22,日本,倉儲,商品滯留過久是否有要收費,Hank,21,3.9,No
2024-08-22,德國,倉儲,訂購商品是否有送到某倉庫,Frank,23,4.1,Yes
2024-08-22,美國,訂單,商品毀損相關,Jack,23,3.3,No
2024-08-22,德國,商品,某商品能否倉儲自取或協助寄往其他地方,Alice,8,3.9,No
2024-08-22,美國,訂單,商品毀損相關,Hank,1,3.3,No
2024-08-22,中國,商品,某商品運回來是否違法或需要付關費,Jack,17,3.7,No
2024-08-22,美國,訂單,商品未到，確定訂單狀態,Jack,19,2.1,No
2024-08-22,台灣,訂單,已付款訂單未成立,Frank,25,3.5,No
2024-08-22,德國,訂單,商品未到，確定訂單狀態,Carol,16,2.2,Yes
2024-08-23,中國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Alice,33,3.2,No
2024-08-23,德國,倉儲,訂購商品是否有送到某倉庫,Emma,19,3.3,No
2024-08-23,中國,訂單,商品轉其他物流寄送,Emma,29,2.5,Yes
2024-08-23,美國,商品,某商品能否倉儲自取或協助寄往其他地方,Hank,7,3.9,Yes
2024-08-23,日本,訂單,已付款訂單未成立,Grace,11,3.2,No
2024-08-23,日本,訂單,商品轉其他物流寄送,David,11,3.3,Yes
2024-08-23,台灣,商品,某商品能不能買/運回台灣,Jack,13,3.7,No
2024-08-23,美國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Ivy,32,2.5,Yes
2024-08-24,台灣,訂單,商品收到與訂單內容不符,Emma,10,4.6,No
2024-08-24,美國,訂單,商品未到，確定訂單狀態,Ivy,15,3.5,No
2024-08-24,中國,倉儲,商品是否重新加工完成,Carol,14,3.4,No
2024-08-24,中國,倉儲,訂購商品是否有送到某倉庫,Alice,24,4.0,Yes
2024-08-24,台灣,倉儲,商品是否重新加工完成,Hank,19,3.4,No
2024-08-24,美國,訂單,商品未到，確定訂單狀態,Grace,25,4.6,No
2024-08-24,日本,商品,某商品運回來是否違法或需要付關費,Frank,16,4.2,Yes
2024-08-24,日本,商品,某商品能不能買/運回台灣,Alice,4,4.5,Yes
2024-08-24,德國,倉儲,商品滯留過久是否有要收費,Jack,19,3.9,No
2024-08-25,德國,商品,某商品能不能買/運回台灣,Emma,14,5.0,No
2024-08-25,美國,商品,某商品能不能協助代購,Carol,8,4.3,Yes
2024-08-25,德國,其他,公司政策相關,Jack,6,4.1,No
2024-08-25,德國,商品,某商品能否倉儲自取或協助寄往其他地方,David,12,3.7,Yes
2024-08-25,日本,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Ivy,21,2.9,No
2024-08-25,美國,倉儲,商品是否重新加工完成,Frank,26,5.0,No
2024-08-26,德國,訂單,商品未到，確定訂單狀態,Ivy,5,4.1,Yes
2024-08-26,美國,倉儲,商品到台灣是否能放在倉庫及天數相關,Frank,9,4.8,No
2024-08-26,台灣,訂單,商品購買加值服務需求,David,19,3.5,No
2024-08-26,台灣,訂單,商品購買加值服務需求,Bob,17,2.4,No
2024-08-26,德國,訂單,已付款訂單未成立,David,14,4.7,No
2024-08-26,中國,商品,某商品能否倉儲自取或協助寄往其他地方,David,12,3.8,Yes
2024-08-26,台灣,倉儲,商品到台灣是否能放在倉庫及天數相關,Jack,1,3.5,No
2024-08-26,中國,倉儲,商品滯留過久以致倉庫丟失相關,Jack,21,5.0,No
2024-08-26,中國,商品,某商品能否倉儲自取或協助寄往其他地方,Bob,12,4.4,Yes
2024-08-26,中國,倉儲,商品滯留過久是否有要收費,Carol,24,3.7,No
2024-08-26,台灣,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Jack,16,4.0,No
2024-08-26,德國,其他,節日活動相關,Bob,6,4.0,No
2024-08-26,中國,訂單,已付款訂單未成立,Carol,21,3.4,No
2024-08-26,日本,訂單,已付款訂單未成立,Grace,11,3.1,No
2024-08-26,美國,訂單,商品毀損相關,Alice,14,3.3,No
2024-08-26,德國,商品,某商品能不能買/運回台灣,Grace,13,3.7,No
2024-08-26,美國,倉儲,商品滯留過久是否有要收費,Frank,1,2.8,Yes
2024-08-27,日本,商品,某商品能否倉儲自取或協助寄往其他地方,Ivy,10,4.8,No
2024-08-27,日本,訂單,商品收到與訂單內容不符,Bob,8,3.5,Yes
2024-08-27,日本,商品,某商品能否倉儲自取或協助寄往其他地方,Ivy,14,4.9,No
2024-08-27,日本,訂單,商品毀損相關,Emma,20,2.1,No
2024-08-27,德國,倉儲,商品滯留過久是否有要收費,Alice,26,4.4,Yes
2024-08-27,中國,商品,某商品能不能買/運回台灣,Emma,6,4.1,No
2024-08-27,日本,倉儲,商品是否重新加工完成,Bob,17,2.7,No
2024-08-27,日本,訂單,商品購買加值服務需求,Ivy,19,3.6,No
2024-08-28,中國,訂單,商品毀損相關,Ivy,6,3.1,No
2024-08-28,美國,訂單,商品未到，確定訂單狀態,Carol,23,4.8,No
2024-08-28,台灣,倉儲,訂購商品是否有送到某倉庫,Grace,16,4.1,No
2024-08-28,美國,其他,節日活動相關,Ivy,10,3.5,No
2024-08-28,中國,商品,某商品能否倉儲自取或協助寄往其他地方,Grace,21,4.0,No
2024-08-28,日本,訂單,商品未到，確定訂單狀態,Alice,20,3.3,Yes
2024-08-28,日本,倉儲,商品滯留過久以致倉庫丟失相關,Bob,26,3.4,No
2024-08-28,德國,商品,某商品運回來是否違法或需要付關費,Grace,13,4.5,No
2024-08-29,日本,訂單,商品購買加值服務需求,Ivy,29,5.0,Yes
2024-08-29,日本,倉儲,商品到台灣是否能放在倉庫及天數相關,Grace,25,3.9,No
2024-08-29,台灣,訂單,商品未到，確定訂單狀態,Alice,20,3.3,No
2024-08-29,日本,其他,節日活動相關,Alice,1,3.8,No
2024-08-29,日本,商品,某商品運回來是否違法或需要付關費,Grace,1,3.9,Yes
2024-08-29,台灣,商品,某商品運回來是否違法或需要付關費,David,14,4.3,No
2024-08-29,中國,訂單,商品購買加值服務需求,Jack,18,3.6,No
2024-08-30,日本,商品,某商品能不能買/運回台灣,Emma,12,3.9,No
2024-08-30,台灣,倉儲,商品是否重新加工完成,Jack,16,3.1,No
2024-08-30,美國,訂單,商品毀損相關,David,14,3.5,No
2024-08-30,美國,倉儲,商品到台灣是否能放在倉庫及天數相關,Alice,22,3.7,No
2024-08-30,美國,訂單,商品毀損相關,Ivy,23,4.2,No
2024-08-30,日本,訂單,商品未到，確定訂單狀態,Alice,29,3.1,No
2024-08-30,日本,訂單,商品轉其他物流寄送,Hank,9,3.9,No
2024-08-30,中國,倉儲,訂購商品是否有送到某倉庫,Bob,7,4.3,No
2024-08-30,台灣,訂單,已付款訂單未成立,Alice,16,3.0,No
2024-08-30,德國,倉儲,商品是否重新加工完成,Emma,33,2.9,No
2024-08-30,中國,訂單,商品轉其他物流寄送,Frank,21,4.1,No
2024-08-30,德國,商品,某商品能不能買/運回台灣,Hank,11,5.0,No
2024-08-31,日本,商品,某商品能否倉儲自取或協助寄往其他地方,Bob,7,3.9,No
2024-08-31,台灣,商品,某商品運回來是否違法或需要付關費,Carol,20,3.7,No
2024-08-31,台灣,商品,某商品能不能買/運回台灣,Hank,8,4.5,No
2024-08-31,中國,商品,某商品能否倉儲自取或協助寄往其他地方,David,16,4.0,No
2024-08-31,德國,訂單,商品購買加值服務需求,Jack,5,4.7,No
2024-08-31,美國,訂單,商品未到，確定訂單狀態,Grace,18,3.9,No
2024-08-31,美國,商品,某商品運回來是否違法或需要付關費,Hank,13,4.4,No
2024-09-01,美國,訂單,已付款訂單未成立,Ivy,16,4.1,No
2024-09-01,日本,倉儲,商品滯留過久以致倉庫丟失相關,Grace,33,2.7,No
2024-09-01,美國,其他,節日活動相關,Alice,8,4.3,No
2024-09-01,中國,商品,某商品能否倉儲自取或協助寄往其他地方,Jack,13,4.8,No
2024-09-01,美國,訂單,已付款訂單未成立,David,23,3.1,No
2024-09-01,美國,訂單,商品轉其他物流寄送,Emma,15,2.8,No
2024-09-01,美國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Jack,24,4.0,Yes
2024-09-01,台灣,商品,某商品能不能協助代購,Grace,8,4.1,No
2024-09-01,德國,商品,某商品能不能協助代購,Ivy,7,4.1,No
2024-09-01,美國,訂單,商品收到與訂單內容不符,Grace,26,3.7,No
2024-09-01,德國,倉儲,訂購商品是否有送到某倉庫,Ivy,7,3.2,No
2024-09-01,中國,商品,某商品能不能協助代購,Ivy,5,4.5,Yes
2024-09-01,德國,訂單,商品轉其他物流寄送,Alice,14,3.5,Yes
2024-09-01,美國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Jack,20,2.3,No
2024-09-01,德國,倉儲,訂購商品是否有送到某倉庫,Jack,34,3.5,No
2024-09-02,日本,倉儲,商品到台灣是否能放在倉庫及天數相關,Carol,27,3.9,Yes
2024-09-02,德國,倉儲,商品滯留過久以致倉庫丟失相關,Emma,38,3.8,No
2024-09-02,日本,倉儲,商品滯留過久是否有要收費,Alice,27,3.9,No
2024-09-02,美國,其他,節日活動相關,Carol,9,3.9,No
2024-09-02,德國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Alice,14,5.0,No
2024-09-02,日本,商品,某商品能不能協助代購,Ivy,13,3.9,No
2024-09-02,美國,商品,某商品能不能協助代購,Jack,4,3.6,No
2024-09-02,日本,商品,某商品能不能協助代購,Bob,2,3.9,No
2024-09-02,美國,商品,某商品能否倉儲自取或協助寄往其他地方,Jack,5,4.4,Yes
2024-09-02,日本,商品,某商品能不能買/運回台灣,David,1,4.3,No
2024-09-02,德國,其他,節日活動相關,Hank,9,4.6,No
2024-09-03,德國,倉儲,商品滯留過久以致倉庫丟失相關,Carol,32,3.6,No
2024-09-03,德國,訂單,已付款訂單未成立,Jack,16,3.7,No
2024-09-03,台灣,訂單,商品未到，確定訂單狀態,Bob,13,4.0,Yes
2024-09-03,中國,訂單,已付款訂單未成立,Bob,14,3.8,No
2024-09-03,台灣,商品,某商品能不能買/運回台灣,Hank,13,3.9,No
2024-09-03,台灣,訂單,商品收到與訂單內容不符,Frank,24,3.2,No
2024-09-03,台灣,倉儲,商品滯留過久是否有要收費,David,25,4.1,No
2024-09-03,台灣,訂單,商品未到，確定訂單狀態,Frank,25,2.9,No
2024-09-04,日本,訂單,商品收到與訂單內容不符,Ivy,1,3.9,No
2024-09-04,中國,倉儲,訂購商品是否有送到某倉庫,David,20,3.8,No
2024-09-04,美國,訂單,商品收到與訂單內容不符,Grace,9,3.7,No
2024-09-04,中國,商品,某商品能不能買/運回台灣,David,18,3.8,No
2024-09-04,美國,倉儲,訂購商品是否有送到某倉庫,Jack,26,4.5,Yes
2024-09-04,美國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Jack,21,2.4,Yes
2024-09-04,日本,商品,某商品能不能買/運回台灣,Bob,18,4.4,No
2024-09-04,德國,訂單,商品毀損相關,Hank,12,3.3,No
2024-09-05,台灣,訂單,商品毀損相關,David,15,4.9,No
2024-09-05,美國,訂單,商品購買加值服務需求,David,10,2.5,No
2024-09-05,台灣,訂單,商品收到與訂單內容不符,Jack,10,2.3,No
2024-09-05,日本,商品,某商品運回來是否違法或需要付關費,Jack,7,3.1,No
2024-09-05,日本,商品,某商品運回來是否違法或需要付關費,Jack,8,3.7,No
2024-09-05,中國,訂單,商品毀損相關,Jack,18,3.2,No
2024-09-05,美國,訂單,商品購買加值服務需求,Frank,13,4.2,No
2024-09-05,台灣,訂單,商品毀損相關,Carol,13,3.4,No
2024-09-05,日本,倉儲,商品是否重新加工完成,Alice,18,4.3,No
2024-09-06,美國,倉儲,商品滯留過久以致倉庫丟失相關,Grace,21,3.9,No
2024-09-06,中國,倉儲,商品滯留過久以致倉庫丟失相關,Jack,11,3.4,Yes
2024-09-06,美國,訂單,商品收到與訂單內容不符,Ivy,21,3.4,No
2024-09-06,美國,倉儲,商品滯留過久以致倉庫丟失相關,Carol,35,3.9,No
2024-09-06,美國,商品,某商品能不能買/運回台灣,Bob,5,4.2,No
2024-09-06,德國,其他,抱怨相關,Bob,14,4.2,No
2024-09-06,美國,訂單,商品轉其他物流寄送,Grace,1,3.6,No
2024-09-06,中國,其他,公司政策相關,David,5,4.7,No
2024-09-06,台灣,訂單,已付款訂單未成立,David,16,3.5,Yes
2024-09-06,美國,訂單,商品未到，確定訂單狀態,Bob,21,2.3,No
2024-09-06,美國,倉儲,商品滯留過久以致倉庫丟失相關,Frank,33,3.0,No
2024-09-07,德國,其他,抱怨相關,Alice,3,4.4,No
2024-09-07,德國,商品,某商品能不能協助代購,Hank,15,4.4,No
2024-09-07,台灣,訂單,商品毀損相關,Hank,13,4.7,No
2024-09-07,美國,訂單,商品無法由特定倉庫寄送，須轉往其他倉庫,Emma,12,5.0,No
